location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",7.949708302815755,"µg/m³","2025-07-02T15:00:00Z","2025-07-02T20:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",7.817541718482971,"µg/m³","2025-07-02T16:00:00Z","2025-07-02T21:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",12.393333276112875,"µg/m³","2025-07-02T17:00:00Z","2025-07-02T22:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",14.107666730880737,"µg/m³","2025-07-02T18:00:00Z","2025-07-02T23:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",8.4581667582194,"µg/m³","2025-07-02T19:00:00Z","2025-07-03T00:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",8.392750064531961,"µg/m³","2025-07-02T20:00:00Z","2025-07-03T01:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",9.34849993387858,"µg/m³","2025-07-02T21:00:00Z","2025-07-03T02:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",16.830291748046875,"µg/m³","2025-07-02T22:00:00Z","2025-07-03T03:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",17.854999860127766,"µg/m³","2025-07-02T23:00:00Z","2025-07-03T04:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",17.93570359547933,"µg/m³","2025-07-03T00:00:00Z","2025-07-03T05:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",8.536708354949951,"µg/m³","2025-07-03T01:00:00Z","2025-07-03T06:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",11.432874917984009,"µg/m³","2025-07-03T02:00:00Z","2025-07-03T07:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",11.334500074386597,"µg/m³","2025-07-03T03:00:00Z","2025-07-03T08:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",7.695291797320048,"µg/m³","2025-07-03T04:00:00Z","2025-07-03T09:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",4.700541694959004,"µg/m³","2025-07-03T05:00:00Z","2025-07-03T10:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",5.662541627883911,"µg/m³","2025-07-03T06:00:00Z","2025-07-03T11:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",5.257416685422261,"µg/m³","2025-07-03T07:00:00Z","2025-07-03T12:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
